JobNumber,Customer,State,City,,,
4689356,Charter,,,,,
4712203,Charter,OH,,,,
4541863,Charter,TX,,,,
4677844,Charter,FL,,,,
4650246,Charter,FL,,,,
4634950,Charter,FL,,,,
4646730,Charter,FL,,,,
4726439,Charter,FL,,,,
4612046,Charter,FL,,,,
4607883,Charter,FL,,,,
4611602,Charter,FL,,,,
4636571,Charter,FL,,,,
4674325,Charter,GA,,,,
4673837,Charter,GA,,,,
4693819,Charter,LA,,,,
4702867,Charter,LA,,,,
4698785,Charter,LA,,,,
4685563,Charter,MN,,,,
4672159,Charter,TX,,,,
3726522,Charter,WI,,,,
4682948,Charter,WI,,,,
4673952,Charter,WI,,,,
4694945,Charter,WI,,,,
4679116,Charter,AL,,,,
4693673,Charter,FL,,,,
4627315,Charter,FL,,,,
4290870,Charter,FL,,,,
4572052,Charter,FL,,,,
4681425,Charter,FL,,,,
3997341,Charter,FL,,,,
4684671,Charter,GA,,,,
4700195,Charter,MN,,,,
4580802,Charter,MO,,,,
4691167,Charter,MO,,,,
4491142,Charter,MO,,,,
4549281,Charter,NE,,,,
4656492,Charter,TN,,,,
4664653,Charter,TN,,,,
4681723,Charter,TX,,,,
4730416,Charter,TX,,,,
4674917,Charter,WI,,,,
4714313,Charter,WI,,,,
4592192,Charter,WI,,,,
4677023,Charter,FL,,,,
4641756,Charter,FL,,,,
4671483,Charter,LA,,,,
4703408,Charter,LA,,,,
4684974,Charter,SC,,,,
4669264,Charter,SC,,,,
4692885,Charter,TX,,,,
4631660,Charter,TX,,,,
4649617,Charter,WI,,,,
4694934,Charter,WI,,,,
4540566,Charter,ME,FORT KENT,,,
4584939,Charter,ME,CARMEL,,,
4720978,Charter,ME,WELLS,,,
4692594,Charter,ME,RUMFORD,,,
4681314,Charter,NY,CHITTENANGO,,,
4686640,Charter,NY,SOUTH BETHLEHEM,,,
4678290,Charter,ME,LIMINGTON,,,
4628062,Charter,NY,AVOCA,,,
4625580,Charter,ME,BETHEL,,,
4730766,Charter,NY,EAST SYRACUSE,,,
4273772,Charter,ME,SOUTHWEST HARBOR,,,
3892599,Charter,ME,HANCOCK,,,
4656265,Charter,WA,COLVILLE,,,
4603193,Charter,NY,LAKE LUZERNE,,,
4200189,Charter,CO,DURANGO,,,
4720184,Charter,CA,MC FARLAND,,,
JB0000861946 - W15,ATX,TN,,,,
JB0001270070,ATX,MI,,,,
3982576,Charter,WY,GILLETTE,,,
4657548,Charter,NC,PITTSBORO,,,
4612274,Charter,SC,FLORENCE,,,
4657495,Charter,MT,MISSOULA,,,
4732998,Charter,MN,APPLE VALLEY,,,
3155997,Charter,ME,CHERRYFIELD,,,
4701050,Charter,WY,MILLS,,,
4003334,Charter,SC,MYRTLE BEACH,,,
4562404,Charter,TX,WICHITA FALLS,,,
4730541,Charter,NC,LELAND,,,
4506717,Charter,TN,COOKEVILLE,,,
4687140,Charter,MA,GREAT BARRINGTON,,,
4701023,Charter,WY,CASPER,,,
4662075,Charter,AL,OPELIKA,,,
4682321,Charter,NY,BUFFALO,,,
4690794,Charter,TX,ARLINGTON,,,
4362767,Charter,SC,FLORENCE,,,
4645642,Charter,SC,CONWAY,,,
4290599,Charter,GA,ATHENS,,,
4705576,Charter,NY,NORTHVILLE,,,
4680965,Charter,GA,JACKSON,,,
4583759,Charter,FL,ZEPHYRHILLS,,,
4691662,Charter,AL,FYFFE,,,
4598551,Charter,TN,CENTERVILLE,,,
4702646,Charter,WY,CASPER,,,
4162813,Charter,TX,ARLINGTON,,,
4669157,Charter,TX,BURLESON,,,
4649707,Charter,GA,CATAULA,,,
4563845,Charter,SC,WOODRUFF,,,
4608201,Charter,TX,EL PASO,,,
4144858,Charter,NC,ABERDEEN,,,
4624515,Charter,TX,LIBERTY HILL,,,
4076315,Charter,AL,ALABASTER,,,
4584493,Charter,TN,CYPRESS INN,,,
4583210,Charter,TX,LEANDER,,,
4674976,Charter,TN,TULLAHOMA,,,
4662612,Charter,AL,TALLASSEE,,,
3193056,Charter,AL,TALLASSEE,,,
3866105,Charter,TX,SOUTHLAKE,,,
4635647,Charter,GA,GAINESVILLE,,,
4668357,Charter,TN,SHELBYVILLE,,,
4004301,Charter,SC,GRAY COURT,,,
4506258,Charter,TX,AUSTIN,,,
4612599,Charter,TX,MIDLOTHIAN,,,
3818240,Charter,MT,BIGFORK,,,
3677174,Charter,AL,ALABASTER,,,
4633573,Charter,TX,CEDAR HILL,,,
2930959,Charter,NC,RALEIGH,,,
4735455,Charter,TX,AUSTIN,,,
4724452,Charter,TX,WOODWAY,,,
4412981,Charter,TX,SAN MARCOS,,,
4548188,Charter,AL,HANCEVILLE,,,
4684390,Charter,TX,FORT WORTH,,,
4556584,Charter,TX,MARTINDALE,,,
4671669,Charter,TX,LAREDO,,,
4657637,Charter,TX,VOLENTE,,,
4643291,Charter,SC,GRAY COURT,,,
4518823,Charter,TN,CROSSVILLE,,,
4575265,Charter,GA,MADISON,,,
4603848,Charter,TX,DALE,,,
4398693,Charter,VA,ONLEY,,,
4548061,Charter,AL,BLOUNTSVILLE,,,
4668479,Charter,TX,ROCKPORT,,,
3895978,Charter,GA,COVINGTON,,,
4613474,Charter,NC,MILTON,,,
4647835,Charter,NC,SELMA,,,
4665630,Charter,TX,PORT O CONNOR,,,
4718451,Charter,TX,RED OAK,,,
3040939,Charter,NC,CARY,,,
4638777,Charter,GA,HAMPTON,,,
4412756,Charter,TN,LEWISBURG,,,
4696099,Charter,TX,HEWITT,,,
4650423,Charter,NC,WILLOW SPRING,,,
4612901,Charter,TX,MARTINDALE,,,
4727758,Charter,TX,AUSTIN,,,
4517595,Charter,TX,AUSTIN,,,
4610164,Charter,TX,SPRING,,,
3048422,Charter,SC,ORANGEBURG,,,
4725048,Charter,NC,SHANNON,,,
4656742,Charter,TN,ROAN MOUNTAIN,,,
1282796,Charter,SC,SUMTER,,,
4583519,Charter,NC,DURHAM,,,
4669559,Charter,NC,ALBEMARLE,,,
4438766,Charter,SC,HARTSVILLE,,,
4690258,Charter,NC,RALEIGH,,,
4464140,Charter,NC,WILSON,,,
4690196,Charter,NC,LUMBERTON,,,
4314296,Charter,NC,BROADWAY,,,
4659759,Charter,NC,WAKE FOREST,,,
4645914,Charter,NC,BURLINGTON,,,
4491143,Charter,NC,CARY,,,
4622300,Charter,NC,WILSON,,,
4594515,Charter,MD,MARION,,,
1219214,Charter,SC,ELGIN,,,
2137575,Charter,SC,IRMO,,,
4713777,Charter,SC,MYRTLE BEACH,,,
4646058,Charter,NC,ROCKWELL,,,
4683767,Charter,NC,SANFORD,,,
3357391,Charter,SC,PELZER,,,
1214897,Charter,SC,COLUMBIA,,,
1168043,Charter,SC,PELION,,,
2625972,Charter,SC,WEST COLUMBIA,,,
4694314,Charter,TN,MORRISTOWN,,,
3445249,Charter,CO,TELLURIDE,,,
1188829,Charter,SC,COLUMBIA,,,
4000661,Charter,TN,THOMPSONS STATION,,,
722272,Charter,SC,WEDGEFIELD,,,
4641625,Charter,NC,MEBANE,,,
1188564,Charter,SC,LEXINGTON,,,
722771,Charter,SC,SUMTER,,,
4713446,Charter,TN,BLUFF CITY,,,
4557167,Charter,NC,RALEIGH,,,
2604030,Charter,TN,RUTLEDGE,,,
4626777,Charter,SC,LITTLE RIVER,,,
4410600,Charter,NC,ANGIER,,,
4594055,Charter,AL,KELLYTON,,,
4650418,Charter,TX,SAN ANTONIO,,,
4321083,Charter,TX,OLMITO,,,
4607005,Charter,TX,SCHERTZ,,,
4612831,Charter,TX,DALLAS,,,
4672221,Charter,TX,BOERNE,,,
4681077,Charter,TX,KYLE,,,
4668512,Charter,TX,MIDLOTHIAN,,,
3837073,Charter,TX,ROCKPORT,,,
4665053,Charter,TX,AUSTIN,,,
4615852,Charter,TX,HUTTO,,,
4242033,Charter,TX,SPICEWOOD,,,
4718487,Charter,TX,ROCKWALL,,,
4616185,Charter,TX,RED OAK,,,
4666516,Charter,TX,DALLAS,,,
4689356,Charter,WA,OCEAN PARK,,,
4660599,Charter,WI,SUPERIOR,,,
4505606,Charter,ME,PALERMO,,,
4590786,Charter,NH,MOULTONBOROUGH,,,
4738079,Charter,NY,VICTOR,,,
4665896,Charter,SC,CORDOVA,,,
4695617,Charter,TX,WACO,,,
4504184,Charter,NC,GREENSBORO,,,
4611735,Charter,MA,SHEFFIELD,,,
4675807,Charter,OH,CINCINNATI,,,
4659653,Charter,TX,UVALDE,,,
4730703,Charter,CA,BAKERSFIELD,,,
4551599,Charter,WI,MADISON,,,
4451444,Charter,CA,BAKERSFIELD,,,
4689558,Charter,NY,BUFFALO,,,
4661687,Charter,TX,SAN MARCOS,,,
4698215,Charter,KY,LOUISVILLE,,,
4687889,Charter,TX,WESLACO,,,
4721342,Charter,NY,NORWOOD,,,
4730677,Charter,CA,BAKERSFIELD,,,
4715914,Charter,FL,CLERMONT,,,
4616229,Charter,TX,FRISCO,,,
3800439,Charter,TX,HARKER HEIGHTS,,,
4710012,Charter,TX,PFLUGERVILLE,,,
757231,Charter,TX,SAN ANTONIO,,,
4162902,Charter,TX,BEDFORD,,,
4700894,Charter,NH,MELVIN VILLAGE,,,
4731262,Charter,CA,BAKERSFIELD,,,
4716395,Charter,NY,FLUSHING,,,
4732605,Charter,TX,SAN MARCOS,,,
4737881,Charter,TX,BEAUMONT,,,
4677655,Charter,TX,MERCEDES,,,
4668895,Charter,TX,CEDAR PARK,,,
4730048,Charter,TX,GRANBURY,,,
4645696,Charter,TX,DALLAS,,,
3850912,Charter,SC,WEST COLUMBIA,,,
1708191,Charter,SC,SUMMERVILLE,,,
4568779,Charter,NC,DURHAM,,,
4702942,Charter,FL,DAVENPORT,,,
3019214,Charter,SC,SUMMERVILLE,,,
3847506,Charter,MN,COKATO,,,
4504078,Charter,KS,OVERLAND PARK,,,
4717813,Charter,MO,WENTZVILLE,,,
4716708,Charter,WI,WIND LAKE,,,
3413382,Charter,SC,SUMMERVILLE,,,
4745093,Charter,FL,OVIEDO,,,
2440026,Charter,SC,ELGIN,,,
3590546,Charter,FL,SAINT PETERSBURG,,,
4705667,Charter,MO,WENTZVILLE,,,
650294,Charter,SC,COLUMBIA,,,
2867644,Charter,SC,LEXINGTON,,,
4509983,Charter,NC,DURHAM,,,
4686484,Charter,FL,COCOA,,,
4719049,Charter,FL,COCOA,,,
4686452,Charter,FL,COCOA,,,
2424057,Charter,SC,COLUMBIA,,,
4728633,Charter,FL,WINTER HAVEN,,,
4510181,Charter,MI,BAY CITY,,,
4684900,Charter,MO,CAMDENTON,,,
4691351,Charter,MO,SAINT LOUIS,,,
4559644,Charter,FL,OCOEE,,,
4692516,Charter,MO,BALLWIN,,,
4670495,Charter,FL,VALRICO,,,
4700362,Charter,WI,LAKE MILLS,,,
4665225,Charter,FL,COCOA,,,
4709272,Charter,FL,COCOA,,,
4723264,Charter,NC,WILLOW SPRING,,,
4721644,Charter,FL,NEW PORT RICHEY,,,
4700279,Charter,WI,LAKE MILLS,,,
4678242,Charter,MO,CHESTERFIELD,,,
4634207,Charter,FL,OCALA,,,
4665464,Charter,FL,OCALA,,,
4684234,Charter,FL,DADE CITY,,,
4650232,Charter,FL,OCALA,,,
4488194,Charter,FL,SANFORD,,,
4585080,Charter,FL,TAMPA,,,
4674578,Charter,FL,CITRUS SPRINGS,,,
4627911,Charter,FL,OCALA,,,
4657191,Charter,FL,WESLEY CHAPEL,,,
4683963,Charter,FL,DADE CITY,,,
2323759,Charter,FL,LAND O LAKES,,,
4667220,Charter,FL,CLERMONT,,,
4687390,Charter,FL,OCALA,,,
4559487,Charter,FL,OCALA,,,
4655864,Charter,FL,OCALA,,,
4611793,Charter,FL,OCALA,,,
3259590,Charter,FL,DADE CITY,,,
4659933,Charter,FL,OCALA,,,
4619127,Charter,FL,LAND O LAKES,,,
4672798,Charter,TX,DEL VALLE,,,
4637537,Charter,FL,PALM HARBOR,,,
4615903,Charter,FL,HERNANDO,,,
4741668,Charter,TX,AUSTIN,,,
4578915,Charter,TX,DESOTO,,,
4744157,Charter,TX,VIDOR,,,
4709685,Charter,TX,DALLAS,,,
4637178,Charter,FL,OCALA,,,
4738597,Charter,TX,AUSTIN,,,
4579635,Charter,TX,WAXAHACHIE,,,
4582548,Charter,TX,LANCASTER,,,
3179272,Charter,AL,AUBURN,,,
4622684,Charter,TX,PLANO,,,
4665223,Charter,TN,CLARKSVILLE,,,
4657545,Charter,AL,GUNTERSVILLE,,,
4479810,Charter,SC,EASLEY,,,
4499123,Charter,SC,LIBERTY,,,
4712192,Charter,AL,GEORGIANA,,,
4289027,Charter,GA,FLOVILLA,,,
4503977,Charter,NC,LEICESTER,,,
2489834,Charter,SC,TRAVELERS REST,,,
4671232,Charter,TN,CLARKSVILLE,,,
4656592,Charter,AL,TRUSSVILLE,,,
4530992,Charter,TN,BLOUNTVILLE,,,
4665015,Charter,AL,FORT PAYNE,,,
4650522,Charter,AL,TRUSSVILLE,,,
4640130,Charter,TN,CLARKSVILLE,,,
4658346,Charter,TN,CLARKSVILLE,,,
3716377,Charter,AL,PELHAM,,,
4685529,Charter,MN,WAITE PARK,,,
4713117,Charter,NE,LINCOLN,,,
4207488,Charter,WI,SAINT CROIX FALLS,,,
4730756,Charter,NE,LINCOLN,,,
4728079,Charter,NY,CROPSEYVILLE,,,
4658773,Charter,WI,HILBERT,,,
1898157,Charter,WI,PLEASANT PRAIRIE,,,
4680934,Charter,MA,UPTON,,,
4696646,Charter,NE,LINCOLN,,,
4721444,Charter,FL,HAINES CITY,,,
4696496,Charter,WI,MILWAUKEE,,,
4279327,Charter,FL,BRADENTON,,,
4653788,Charter,WI,MARSHFIELD,,,
3949012,Charter,NY,LIVINGSTON MANOR,,,
4736915,Charter,NY,VESTAL,,,
4728894,Charter,NY,SWAN LAKE,,,
4699304,Charter,OH,NEW PHILADELPHIA,,,
4590703,Charter,NY,HURLEYVILLE,,,
3939949,Charter,WA,EAST WENATCHEE,,,
3776713,Charter,NY,FAR ROCKAWAY,,,
4373947,Charter,MT,POLSON,,,
4676158,Charter,WA,CHEWELAH,,,
4683869,Charter,WA,CHEWELAH,,,
4306371,Charter,MT,BIGFORK,,,
1598107,Charter,NY,SWAN LAKE,,,
3312376,Charter,NY,KENOZA LAKE,,,
4407184,Charter,NY,NEW YORK,,,
3586160,Charter,MT,WHITEFISH,,,
3503172,Charter,SC,MYRTLE BEACH,,,
3428891,Charter,SC,MYRTLE BEACH,,,
4664938,Charter,CA,AROMAS,,,
4714315,Charter,WI,SHEBOYGAN FALLS,,,
4730655,Charter,MN,OWATONNA,,,
4694931,Charter,WI,SHEBOYGAN,,,
4267491,Charter,NC,SEYMOUR JOHNSON AFB,,,
4661311,Charter,MO,FARMINGTON,,,
4727746,Charter,NC,BROADWAY,,,
4675339,Charter,FL,OVIEDO,,,
4687728,Charter,FL,DAVENPORT,,,
4716245,Charter,NY,GREECE,,,
4681341,Charter,NC,WAKE FOREST,,,
4526229,Charter,FL,SAINT PETERSBURG,,,
4721553,Charter,WI,WAUKESHA,,,
4675662,Charter,NY,ONEONTA,,,
4728406,Charter,NC,COATS,,,
4737379,Charter,NY,CLARENCE,,,
4689393,Charter,WY,CHEYENNE,,,
4729704,Charter,NC,LUMBERTON,,,
4685796,Charter,TX,GLEN ROSE,,,
4682623,Charter,NC,DURHAM,,,
4718294,Charter,NC,CHINA GROVE,,,
4648282,Charter,TX,LEWISVILLE,,,
3157680,Charter,TX,FLOWER MOUND,,,
4617109,Charter,CO,MONTROSE,,,
4674308,Charter,NC,LINCOLNTON,,,
4665409,Charter,SC,GEORGETOWN,,,
4717996,Charter,NY,MEXICO,,,
4193110,Charter,TX,ORANGE,,,
4647790,Charter,TX,LOS FRESNOS,,,
4086393,Charter,TX,AUSTIN,,,
2830985,Charter,ME,GARDINER,,,
4308339,Charter,TX,FORT WORTH,,,
4672371,Charter,TX,BURNET,,,
4574399,Charter,TX,ARLINGTON,,,
4643238,Charter,TX,LOS FRESNOS,,,
4649408,Charter,ME,AUGUSTA,,,
4672533,Charter,TX,CEDAR PARK,,,
4745728,Charter,FL,PALM BAY,,,
4636969,Charter,FL,CASSELBERRY,,,
4708682,Charter,NC,EMERALD ISLE,,,
4626466,Charter,WI,MOSINEE,,,
4730442,Charter,MA,RUTLAND,,,
3933682,Charter,TX,EL PASO,,,
4582721,Charter,TX,BUDA,,,
4558172,Charter,TX,AUSTIN,,,
4722180,Charter,FL,WINTER GARDEN,,,
4724183,Charter,NC,PEMBROKE,,,
4725563,Charter,NY,EAST AURORA,,,
4611863,Charter,NC,LITTLETON,,,
4350928,Charter,CA,SOLEDAD,,,
4675140,Charter,TX,CUERO,,,
4645680,Charter,TX,FARMERSVILLE,,,
3570386,Charter,TX,DALLAS,,,
3274220,Charter,VA,SUFFOLK,,,
4721309,Charter,NC,LOUISBURG,,,
4645712,Charter,NC,LAURINBURG,,,
4704102,Charter,NC,MILTON,,,
4667902,Charter,NC,GATESVILLE,,,
4519380,Charter,TX,FORT WORTH,,,
4730259,Charter,AL,TALLADEGA,,,
4756785,Charter,NY,NEW YORK,,,
4744847,Charter,NY,FLUSHING,,,
4623601,Charter,AL,PIEDMONT,,,
4666579,Charter,TX,SAN ANTONIO,,,
4718171,Charter,NC,LAUREL HILL,,,
4724868,Charter,LA,PONCHATOULA,,,
4743102,Charter,TN,LAWRENCEBURG,,,
3805232,Charter,AL,MONTEVALLO,,,
4723525,Charter,FL,TAMPA,,,
4599719,Charter,SC,ELGIN,,,
3480240,Charter,SC,MURRELLS INLET,,,
4738864,Charter,TX,FORT WORTH,,,
3557869,Charter,SC,MYRTLE BEACH,,,
4714030,Charter,MO,CUBA,,,
4507361,Charter,AL,ELROD,,,
4671959,Charter,NY,GASPORT,,,
4651938,Charter,TX,AUSTIN,,,
4522987,Charter,MO,WASHINGTON,,,
4444824,Charter,NY,FREEVILLE,,,
4309315,Charter,AL,PIEDMONT,,,
4687706,Charter,TX,AUSTIN,,,
4631316,Charter,OH,COOLVILLE,,,
4584943,Charter,NM,ANTHONY,,,
4225673,Charter,KY,NEWPORT,,,
4727923,Charter,LA,COVINGTON,,,
4701890,Charter,TX,BRIDGE CITY,,,
4723295,Charter,OH,COLUMBUS,,,
4299031,Charter,AL,HOLLY POND,,,
4661882,Charter,TN,SEVIERVILLE,,,
4650199,Charter,TX,FRISCO,,,
3965032,Charter,KY,HARRODSBURG,,,
4225402,Charter,NC,LEXINGTON,,,
3815020,Charter,KY,HARRODSBURG,,,
4035841,Charter,TX,HUTTO,,,
4059809,Charter,AL,CULLMAN,,,
4670149,Charter,NC,AHOSKIE,,,
4737662,Charter,KY,GARRISON,,,
4664001,Charter,LA,HAMMOND,,,
4068808,Charter,TX,EL PASO,,,
4656452,Charter,SC,SALEM,,,
4711761,Charter,LA,TICKFAW,,,
4682108,Charter,GA,GAINESVILLE,,,
4587977,Charter,TX,EL PASO,,,
3802268,Charter,AL,ADDISON,,,
4721769,Charter,TX,FRISCO,,,
4740635,Charter,TN,BEAN STATION,,,
4688773,Charter,AL,TRINITY,,,
4637063,Charter,TX,WESLACO,,,
4711197,Charter,AL,UNION GROVE,,,
4719426,Charter,TX,AUSTIN,,,
4711731,Charter,LA,PONCHATOULA,,,
4656391,Charter,TX,DUNCANVILLE,,,
4445870,Charter,TN,LOUISVILLE,,,
4707051,Charter,LA,SPRINGFIELD,,,
4712161,Charter,TX,ORANGE,,,
4714132,Charter,TN,CLARKSVILLE,,,
4734134,Charter,TX,FORT WORTH,,,
3557777,Charter,SC,MYRTLE BEACH,,,
4710650,Charter,FL,HAINES CITY,,,
4498287,Charter,NY,FREEVILLE,,,
4461353,Charter,NY,LIBERTY,,,
4648022,Charter,GA,GAINESVILLE,,,
4639168,Charter,TX,FORT WORTH,,,
4612359,Charter,GA,CARROLLTON,,,
4653165,Charter,TX,ROCKPORT,,,
4665013,Charter,GA,BREMEN,,,
4731040,Charter,LA,COVINGTON,,,
4710529,Charter,TN,MARYVILLE,,,
4645324,Charter,FL,BROOKSVILLE,,,
4751942,Charter,WY,BUFFALO,,,
4264872,Charter,MA,WORCESTER,,,
4575658,Charter,NY,SPARROW BUSH,,,
4741530,Charter,ME,NEW HARBOR,,,
4723309,Charter,LA,THIBODAUX,,,
4575219,Charter,WY,CASPER,,,
4743138,Charter,WY,SHERIDAN,,,
4676815,Charter,CO,DURANGO,,,
4669318,Charter,GA,MARIETTA,,,
4683841,Charter,OR,PILOT ROCK,,,
4634490,Charter,TX,LAREDO,,,
3842508,Charter,MT,MISSOULA,,,
4707308,Charter,TX,TEMPLE,,,
4638757,Charter,TN,CLEVELAND,,,
1707532,Charter,TN,COOKEVILLE,,,
3910004,Charter,AL,ROANOKE,,,
4741299,Charter,NY,NEW YORK,,,
4685129,Charter,TX,AUSTIN,,,
4730402,Charter,LA,CHURCH POINT,,,
4559028,Charter,TN,CROSSVILLE,,,
4628225,Charter,AL,VALLEY,,,
4726436,Charter,GA,LAGRANGE,,,
4582642,Charter,TX,PLANO,,,
4653410,Charter,TX,DEL RIO,,,
4605568,Charter,TX,DEL RIO,,,
4667975,Charter,GA,MARIETTA,,,
4689958,Charter,FL,DEFUNIAK SPRINGS,,,
4628322,Charter,AL,CULLMAN,,,
3985625,Charter,TX,DALLAS,,,
4624064,Charter,GA,HOGANSVILLE,,,
4650559,Charter,TX,EDCOUCH,,,
4684930,Charter,TX,CEDAR PARK,,,
4653444,Charter,TX,MANSFIELD,,,
4669091,Charter,AL,JACKSONS GAP,,,
4621479,Charter,TN,LEBANON,,,
4023378,Charter,OH,CANAL WINCHESTER,,,
4723439,Charter,TX,MIDLOTHIAN,,,
4652690,Charter,GA,CARROLLTON,,,
4474882,Charter,TX,UVALDE,,,
4641465,Charter,SC,CHESNEE,,,
4208480,Charter,AL,CULLMAN,,,
4671342,Charter,TX,BROWNSVILLE,,,
4662110,Charter,AL,GUNTERSVILLE,,,
4545229,Charter,TX,ENNIS,,,
4038014,Charter,TX,IRVING,,,
4627696,Charter,AL,VINEMONT,,,
4687867,Charter,TX,FRISCO,,,
4742184,Charter,NE,HASTINGS,,,
4687832,Charter,FL,TAMPA,,,
4745315,Charter,ME,HAMPDEN,,,
4593188,Charter,ID,POST FALLS,,,
4690065,Charter,GA,HOGANSVILLE,,,
4624430,Charter,TX,KYLE,,,
4536968,Charter,TX,SAN ANTONIO,,,
4373705,Charter,TN,CROSSVILLE,,,
4682779,Charter,TX,CARROLLTON,,,
3940583,Charter,CO,GRAND JUNCTION,,,
4748627,Charter,NY,FLUSHING,,,
4724374,Charter,FL,DEFUNIAK SPRINGS,,,
4738942,Charter,MO,ARNOLD,,,
4690779,Charter,GA,LAGRANGE,,,
4677845,Charter,FL,TAMPA,,,
2703704,Charter,NY,GOSHEN,,,
3765473,Charter,CO,GRAND JUNCTION,,,
4370104,Charter,OH,EAST FULTONHAM,,,
3379081,Charter,NH,CTR TUFTNBORO,,,
4668858,Charter,TX,SAN JUAN,,,
4698312,Charter,TX,KILLEEN,,,
4642554,Charter,AL,ALEXANDER CITY,,,
4588418,Charter,TX,SAN ANTONIO,,,
4708368,Charter,AL,MONTGOMERY,,,
4625759,Charter,AL,CULLMAN,,,
3004175,Charter,FL,MOLINO,,,
4695949,Charter,TX,HARLINGEN,,,
4674062,Charter,TN,COOKEVILLE,,,
4636328,Charter,AL,DADEVILLE,,,
4570451,Charter,TX,FRISCO,,,
4628256,Charter,AL,ALEXANDER CITY,,,
4553253,Charter,TX,FLOWER MOUND,,,
4564738,Charter,TX,DALLAS,,,
4598277,Charter,FL,HOLLY HILL,,,
689965,Charter,SC,SUMMERVILLE,,,
4744154,Charter,NY,CAZENOVIA,,,
4677502,Charter,FL,OCALA,,,
4728357,Charter,NY,BALLSTON LAKE,,,
4684658,Charter,FL,OCALA,,,
4659926,Charter,SC,NORTH MYRTLE BEACH,,,
4684407,Charter,FL,OCALA,,,
4684555,Charter,FL,OCALA,,,
4656847,Charter,WI,OAK CREEK,,,
4716288,Charter,NY,SARANAC LAKE,,,
4592858,Charter,NC,DUNN,,,
673315,Charter,SC,HILTON HEAD ISLAND,,,
4630865,Charter,WI,ABBOTSFORD,,,
1991149,Charter,SC,SUMMERVILLE,,,
4710087,Charter,FL,TRINITY,,,
4591077,Charter,WI,MUKWONAGO,,,
4692719,Charter,FL,OCALA,,,
4657691,Charter,NC,CHARLOTTE,,,
4650493,Charter,FL,BROOKSVILLE,,,
4657494,Charter,FL,OCALA,,,
4499485,Charter,NC,HUNTERSVILLE,,,
2632736,Charter,SC,BLUFFTON,,,
4645363,Charter,FL,OCALA,,,
4653437,Charter,FL,OCALA,,,
4553180,Charter,FL,OCALA,,,
4611491,Charter,FL,OCALA,,,
1905534,Charter,SC,SUMMERVILLE,,,
1947028,Charter,SC,HILTON HEAD ISLAND,,,
4574856,Charter,FL,PALM HARBOR,,,
4064590,Charter,NY,MOHAWK,,,
1946959,Charter,SC,HILTON HEAD ISLAND,,,
2602067,Charter,SC,HILTON HEAD ISLAND,,,
2609248,Charter,SC,HILTON HEAD ISLAND,,,
1852434,Charter,SC,SUMMERVILLE,,,
4026957,Charter,NY,FERNDALE,,,
4683871,Charter,NY,SAUGERTIES,,,
4368517,Charter,SC,BLUFFTON,,,
4760476,Charter,NY,BASOM,,,
3751618,Charter,NC,CHARLOTTE,,,
4427317,Charter,WI,NEENAH,,,
4742116,Charter,NY,LAKEVILLE,,,
2866207,Charter,WA,OUTLOOK,,,
4263485,Charter,WY,WORLAND,,,
4281236,Charter,WY,WORLAND,,,
