JobNumber,Customer,State,City,,,
4702651,Charter,NY,ASTORIA,,,
4532119,Charter,TX,DALLAS,,,
4716932,Charter,CA,CITY OF INDUSTRY,,,
3597502,Charter,TX,DALLAS,,,
4694666,Charter,TX,WESLACO,,,
4563762,Charter,CA,CYPRESS,,,
4743016,Charter,CA,MONROVIA,,,
3533127,Charter,WI,MADISON,,,
3935632,Charter,TX,ARLINGTON,,,
4670287,Charter,TX,LUMBERTON,,,
4700158,Charter,WI,NEENAH,,,
4734858,Charter,NC,CHARLOTTE,,,
3623654,Charter,TX,DALLAS,,,
4664073,Charter,NC,WAYNESVILLE,,,
4682814,Charter,TX,WEATHERFORD,,,
4725068,Charter,NY,SYRACUSE,,,
4640858,Charter,NY,NEW YORK,,,
4690980,Charter,KY,LOUISVILLE,,,
4588712,Charter,OH,MT STERLING,,,
4031407,Charter,CA,PERRIS,,,
4742705,Charter,MO,O FALLON,,,
4400969,Charter,TX,QUINLAN,,,
4601789,Charter,MO,LIBERTY,,,
3328031,Charter,PA,ERIE,,,
4030997,Charter,WI,SUAMICO,,,
4744864,Charter,OH,WARREN,,,
4758018,Charter,CO,MONTROSE,,,
4690961,Charter,OH,CUYAHOGA FALLS,,,
4572133,Charter,ID,POST FALLS,,,
4676388,Charter,MI,NOVI,,,
4741051,Charter,NV,RENO,,,
4775663,Charter,MO,CAMDENTON,,,
4646514,Charter,WI,WESTON,,,
4805608,Charter,MI,DRYDEN,,,
4791951,Charter,NY,NEW YORK,,,
4746087,Charter,OH,CANTON,,,
4773095,Charter,MI,MONROE,,,
4775790,Charter,OH,NORTH JACKSON,,,
4663855,Charter,MI,HOWELL,,,
4772533,Charter,MI,KALAMAZOO,,,
4139168,Charter,CA,REDDING,,,
4764611,Charter,OH,CANTON,,,
4758322,Charter,CA,ATASCADERO,,,
4785190,Charter,NY,BROOKLYN,,,
4780587,Charter,OH,MADISON,,,
4757823,Charter,MI,HOLLAND,,,
4766227,Charter,MO,LAKE OZARK,,,
4782730,Charter,NY,NEW YORK,,,
4804972,Charter,NY,NEW YORK,,,
3498485,Charter,MO,LAKE OZARK,,,
4748812,Charter,MO,SUNRISE BEACH,,,
4623816,Charter,TX,SPRING,,,
4806310,Charter,TX,ORANGE,,,
4696650,Charter,CA,REDDING,,,
4783466,Charter,WY,CHEYENNE,,,
4816469,Charter,TX,FORT HOOD,,,
4778036,Charter,NV,SPARKS,,,
4765992,Charter,MO,LAKE OZARK,,,
4668240,Charter,MI,NOVI,,,
4728256,Charter,MT,BOZEMAN,,,
4672736,Charter,MI,SAGINAW,,,
4816720,Charter,MI,GOWEN,,,
4738570,Charter,MI,FREELAND,,,
4633906,Charter,TX,SPRING,,,
4585813,Charter,NV,RENO,,,
4776985,Charter,OH,NEW PHILADELPHIA,,,
4766283,Charter,MT,KALISPELL,,,
4770780,Charter,NY,ASTORIA,,,
4700977,Charter,WY,CASPER,,,
4737653,Charter,CA,ANDERSON,,,
4749276,Charter,CA,MORGAN HILL,,,
4741145,Charter,CA,SOUTH LAKE TAHOE,,,
3556352,Charter,MI,KALAMAZOO,,,
4756325,Charter,TX,SILSBEE,,,
4761237,Charter,MI,HOUGHTON LAKE,,,
4780700,Charter,MI,MIDLAND,,,
4806030,Charter,OH,HIRAM,,,
4692449,Charter,WI,THORP,,,
4766103,Charter,MO,TROY,,,
4769555,Charter,MO,ELDON,,,
4797706,Charter,MI,FARMINGTON,,,
4727838,Charter,MI,BAY CITY,,,
4809836,Charter,TX,ELM MOTT,,,
4736872,Charter,TX,ELM MOTT,,,
JB0001053745,ATX,MI,Kansas City,,,
JB0001333132,ATX,MI,Kansas City,,,
JB0001226354,ATX,MI,Kansas City,,,
3428191,Charter,NC,CHARLOTTE,,,
4538272,Charter,FL,TAMPA,,,
4064848,Charter,OH,DAYTON,,,
4684067,Charter,FL,LAKELAND,,,
4819460,Charter,FL,NEW PORT RICHEY,,,
3423908,Charter,NC,CHARLOTTE,,,
4779362,Charter,FL,PARRISH,,,
3387687,Charter,NC,CHARLOTTE,,,
3428134,Charter,NC,CHARLOTTE,,,
4732982,Charter,FL,BRADENTON,,,
4711803,Charter,KY,MACKVILLE,,,
4797323,Charter,SC,YORK,,,
3428129,Charter,NC,MONROE,,,
3428137,Charter,NC,CHARLOTTE,,,
4265096,Charter,CA,SAN GABRIEL,,,
4651411,Charter,WI,WISCONSIN DELLS,,,
4768311,Charter,NC,WINSTON SALEM,,,
3418942,Charter,NC,CONCORD,,,
3487980,Charter,TX,AUSTIN,,,
4717801,Charter,CA,MORGAN HILL,,,
4606757,Charter,NC,PEMBROKE,,,
3388045,Charter,NC,GASTONIA,,,
3423907,Charter,NC,CHARLOTTE,,,
3388060,Charter,NC,CONCORD,,,
4598220,Charter,NY,ASTORIA,,,
3388010,Charter,NC,CHARLOTTE,,,
3428127,Charter,NC,MONROE,,,
4264644,Charter,CA,APPLE VALLEY,,,
3428103,Charter,NC,CHARLOTTE,,,
3418939,Charter,NC,HUNTERSVILLE,,,
4807590,Charter,TX,PLANO,,,
3388063,Charter,NC,CONCORD,,,
4720396,Charter,CA,LOS ANGELES,,,
3834170,Charter,IN,JEFFERSONVILLE,,,
4733226,Charter,TX,ROCKPORT,,,
3418941,Charter,NC,CONCORD,,,
4063139,Charter,CA,COMMERCE,,,
4555134,Charter,CA,NORTH HOLLYWOOD,,,
4402138,Charter,TX,FORT WORTH,,,
4554683,Charter,OH,CUYAHOGA FALLS,,,
4731865,Charter,KY,FLORENCE,,,
4617546,Charter,NE,COLUMBUS,,,
3222494,Charter,NC,CHARLOTTE,,,
4634083,Charter,FL,BRADENTON,,,
4737483,Charter,FL,WEBSTER,,,
3388057,Charter,NC,CONCORD,,,
3970262,Charter,CA,PICO RIVERA,,,
4332722,Charter,NY,HAINES FALLS,,,
3428148,Charter,NC,CHARLOTTE,,,
4041106,Charter,TN,LENOIR CITY,,,
3423917,Charter,NC,KANNAPOLIS,,,
4567036,Charter,IN,CORYDON,,,
3418937,Charter,NC,KANNAPOLIS,,,
3477059,Charter,CA,YUCAIPA,,,
4703279,Charter,TX,DALLAS,,,
4506493,Charter,TX,MCKINNEY,,,
3253796,Charter,NC,ASHEVILLE,,,
4373703,Charter,CA,CULVER CITY,,,
4063464,Charter,CA,COSTA MESA,,,
3541004,Charter,CA,VAN NUYS,,,
4637726,Charter,TX,ROCKWALL,,,
4697639,Charter,NC,MARION,,,
3732531,Charter,TX,IRVING,,,
4539684,Charter,CA,SANTA PAULA,,,
4516388,Charter,CA,LOS ANGELES,,,
4709307,Charter,MA,AUBURN,,,
4589215,Charter,NC,CHAPEL HILL,,,
4743231,Charter,FL,SAINT CLOUD,,,
3597536,Charter,TX,DALLAS,,,
JB0001263054,ATX,MI,Kansas City,,,
JB0001041755,ATX,MI,Kansas City,,,
4778421,Charter,FL,PARRISH,,,
4786028,Charter,FL,BROOKSVILLE,,,
4784688,Charter,NY,CAZENOVIA,,,
4793350,Charter,NY,WATERVILLE,,,
4705378,Charter,FL,CRYSTAL RIVER,,,
4787156,Charter,NY,SMYRNA,,,
4782889,Charter,OH,BEDFORD,,,
4764660,Charter,NY,EARLVILLE,,,
4728618,Charter,OH,PARMA,,,
4794130,Charter,NY,BROOKLYN,,,
4821563,Charter,MN,NORTHFIELD,,,
4766284,Charter,MO,PATTON,,,
4714528,Charter,MO,WENTZVILLE,,,
4751462,Charter,MO,SAINT LOUIS,,,
4678642,Charter,FL,CLEARWATER,,,
4687916,Charter,FL,LUTZ,,,
4761228,Charter,WI,BARABOO,,,
4713756,Charter,NY,GOSHEN,,,
4633275,Charter,FL,OLDSMAR,,,
4713997,Charter,NY,VAN HORNESVILLE,,,
4704902,Charter,NY,NEW HARTFORD,,,
4043393,Charter,NY,MARIETTA,,,
4733129,Charter,PA,LAKE CITY,,,
4679067,Charter,OH,DELPHOS,,,
3235483,Charter,NY,BUFFALO,,,
4740661,Charter,NY,WILLIAMSVILLE,,,
4588268,Charter,OH,INDEPENDENCE,,,
4710810,Charter,NY,ROCHESTER,,,
3884657,Charter,NY,ROCHESTER,,,
4572064,Charter,MI,LIVONIA,,,
4244573,Charter,OH,NEW CONCORD,,,
4731174,Charter,NY,SOUTH OZONE PARK,,,
3897141,Charter,OH,COLUMBUS,,,
4800792,Charter,NY,STATEN ISLAND,,,
4183151,Charter,TX,AUSTIN,,,
4571590,Charter,NY,STATEN ISLAND,,,
4203674,Charter,TX,UVALDE,,,
4762963,Charter,WV,CLARKSBURG,,,
4753326,Charter,IN,EVANSVILLE,,,
4719841,Charter,TX,MANCHACA,,,
4708232,Charter,OH,DAYTON,,,
4596871,Charter,OH,HILLIARD,,,
4644072,Charter,KY,LEXINGTON,,,
4732031,Charter,TX,EL PASO,,,
4756272,Charter,TX,EL PASO,,,
4694758,Charter,TX,KYLE,,,
4682425,Charter,TX,DEL RIO,,,
3937339,Charter,CA,WILDOMAR,,,
4414050,Charter,TX,WACO,,,
3649711,Charter,GA,COLUMBUS,,,
3664464,Charter,TX,DALLAS,,,
3664500,Charter,TX,DALLAS,,,
3740404,Charter,CA,TORRANCE,,,
3588816,Charter,CA,COACHELLA,,,
3929457,Charter,FL,ORMOND BEACH,,,
4815749,Charter,FL,TAMPA,,,
4717828,Charter,FL,SARASOTA,,,
4636830,Charter,FL,NEW SMYRNA BEACH,,,
4767691,Charter,MO,CLEVELAND,,,
4736056,Charter,OH,BRYAN,,,
4784449,Charter,NY,SYRACUSE,,,
4724315,Charter,FL,DADE CITY,,,
4800901,Charter,WI,WAUKESHA,,,
4819228,Charter,NY,BALDWINSVILLE,,,
4507010,Charter,WI,LADYSMITH,,,
4769994,Charter,MI,PORTAGE,,,
4805725,Charter,MI,KALAMAZOO,,,
4682390,Charter,NY,AU SABLE FORKS,,,
4792231,Charter,MI,BELDING,,,
4761047,Charter,OH,DEFIANCE,,,
4664265,Charter,OH,MAPLE HEIGHTS,,,
4658791,Charter,OH,WAUSEON,,,
4755673,Charter,MI,MIDLAND,,,
4598679,Charter,WI,APPLETON,,,
4803241,Charter,NY,BLOOMFIELD,,,
4796617,Charter,MT,BOZEMAN,,,
4715255,Charter,MT,GREAT FALLS,,,
4703416,Charter,MI,PRESQUE ISLE,,,
4715214,Charter,MT,GREAT FALLS,,,
4339617,Charter,OH,EUCLID,,,
4740062,Charter,NY,HAMBURG,,,
4718726,Charter,NY,ROCHESTER,,,
4762577,Charter,NY,MACHIAS,,,
4484818,Charter,OH,PAINESVILLE,,,
4696942,Charter,NY,ROCHESTER,,,
4618180,Charter,MT,BILLINGS,,,
4563289,Charter,MI,AUBURN,,,
4508641,Charter,MT,BILLINGS,,,
4516056,Charter,MT,DEER LODGE,,,
3758055,Charter,OR,HERMISTON,,,
3746054,Charter,NY,NEW YORK,,,
4764670,Charter,OH,JOHNSTOWN,,,
4798244,Charter,OH,DELAWARE,,,
4807307,Charter,OH,FOREST,,,
4830944,Charter,OH,NORWICH,,,
4826295,Charter,OH,HAMILTON,,,
4780743,Charter,KY,LONDON,,,
4566045,Charter,OH,HAMILTON,,,
4649229,Charter,KY,CORBIN,,,
4741815,Charter,TX,AUSTIN,,,
4742011,Charter,TX,DALE,,,
4163770,Charter,MT,WHITEFISH,,,
4682176,Charter,TX,MISSION,,,
4543927,Charter,TX,AUSTIN,,,
3808992,Charter,CA,TORRANCE,,,
4678204,Charter,CA,REDLANDS,,,
4647080,Charter,CA,YUCAIPA,,,
3218368,Charter,TX,PLANO,,,
3166580,Charter,CA,SAN DIEGO,,,
4705352,Charter,AL,DECATUR,,,
4357293,Charter,TX,DALLAS,,,
4155190,Charter,AL,RUSSELLVILLE,,,
JB0000841768,ATX,TN,Memphis,,,
JB0001099320,ATX,TN,Memphis,,,
JB0001327739,ATX,TN,Memphis,,,
JB0001328866,ATX,TN,Memphis,,,
JB0001336722,ATX,TN,Memphis,,,
JB0001351700,ATX,TN,Memphis,,,
JB0000841729,ATX,TN,Memphis,,,
JB0001093141,ATX,TN,Memphis,,,
JB0001099648,ATX,TN,Memphis,,,
JB0001105719,ATX,TN,Memphis,,,
JB0001203978,ATX,TN,Memphis,,,
JB0001302699,ATX,TN,Memphis,,,
JB0001358764,ATX,TN,Memphis,,,
JB0000841750,ATX,TN,Memphis,,,
JB0000842531,ATX,TN,Memphis,,,
JB0001092752,ATX,TN,Memphis,,,
JB0001101868,ATX,TN,Memphis,,,
JB0001346933,ATX,TN,Memphis,,,
JB0000817398,ATX,TN,Memphis,,,
JB0000835434,ATX,TN,Memphis,,,
JB0001092009,ATX,TN,Memphis,,,
JB0001105735,ATX,TN,Memphis,,,
JB0001267738,ATX,TN,Memphis,,,
JB0001373695,ATX,TN,Memphis,,,
JB0001088174,ATX,TN,Memphis,,,
JB0001092757,ATX,TN,Memphis,,,
JB0001092760,ATX,TN,Memphis,,,
JB0001244970,ATX,TN,Memphis,,,
JB0001328878,ATX,TN,Memphis,,,
JB0001053731,ATX,TN,Memphis,,,
JB0001093129,ATX,TN,Memphis,,,
JB0001186004,ATX,TN,Memphis,,,
JB0001232858,ATX,TN,Memphis,,,
JB0001302701,ATX,TN,Memphis,,,
JB0001310105,ATX,TN,Memphis,,,
JB0001007870,ATX,TN,Memphis,,,
JB0001092749,ATX,TN,Memphis,,,
JB0001248030,ATX,TN,Memphis,,,
JB0001286988,ATX,TN,Memphis,,,
JB0001310102,ATX,TN,Memphis,,,
JB0001365757,ATX,TN,Memphis,,,
JB0000835428,ATX,TN,Memphis,,,
JB0001092748,ATX,TN,Memphis,,,
JB0000862690,ATX,TN,Memphis,,,
JB0001007874,ATX,TN,Memphis,,,
JB0001053819,ATX,TN,Memphis,,,
JB0001312406,ATX,TN,Memphis,,,
JB0001282834,ATX,TN,Memphis,,,
JB0001335776,ATX,TN,Memphis,,,
JB0001314373,ATX,MO,Kansas City,,,
JB0001270065,ATX,MO,Kansas City,,,
JB0001263485,ATX,MO,Kansas City,,,
JB0001080989,ATX,MO,Kansas City,,,
JB0001080974,ATX,MO,Kansas City,,,
JB0001263019,ATX,MO,Kansas City,,,
JB0001222237,ATX,MO,Kansas City,,,
JB0001080065,ATX,MO,Kansas City,,,
JB0001210335,ATX,MO,Kansas City,,,
JB0001314373,ATX,MO,Kansas City,,,
JB0001270065,ATX,MO,Kansas City,,,
JB0001263485,ATX,MO,Kansas City,,,
JB0001311327,ATX,MO,Kansas City,,,
JB0001053774,ATX,MO,Kansas City,,,
JB0001298069,ATX,MO,Kansas City,,,
JB0001080974,ATX,MO,Kansas City,,,
JB0001222237,ATX,MO,Kansas City,,,
JB0001095585,ATX,MO,Kansas City,,,
JB0001080065,ATX,MO,Kansas City,,,
JB0001314379,ATX,MO,Kansas City,,,
JB0001193276,ATX,MO,Kansas City,,,
JB0001244969,ATX,TN,Memphis,,,
JB0001282834,ATX,TN,Memphis,,,
JB0001335745,ATX,TN,Memphis,,,
JB0000841557,ATX,TN,Memphis,,,
JB0000841245,ATX,TN,Memphis,,,
JB0001333098,ATX,MO,Kansas City,,,
JB0000841560,ATX,TN,Memphis,,,
JB0000842522,ATX,TN,Memphis,,,
JB0000861934,ATX,TN,Memphis,,,
JB0001088163,ATX,TN,Memphis,,,
JB0001452371,ATX,TN,Memphis,,,
JB0000861947,ATX,TN,Memphis,,,
JB0000842527,ATX,TN,Memphis,,,
JB0001333000,ATX,MO,Kansas City,,,
JB0001465288,ATX,MO,Kansas City,,,
JB0001333000,ATX,MO,Kansas City,,,
JB0001465288,ATX,MO,Kansas City,,,
JB0001263042,ATX,MO,Kansas City,,,
JB0001263426,ATX,MO,Kansas City,,,
JB0001333000,ATX,MO,Kansas City,,,
JB0001314373,ATX,MO,Kansas City,,,
JB0001270065,ATX,MO,Kansas City,,,
JB0001263485,ATX,MO,Kansas City,,,
JB0001210335,ATX,MO,Kansas City,,,
JB0001465288,ATX,MO,Kansas City,,,
JB0001263037,ATX,MO,Kansas City,,,
JB0001469453,ATX,MO,Kansas City,,,
JB0000842535,ATX,TN,Memphis,,,
JB0001469455,ATX,MO,Kansas City,,,
JB0001469453,ATX,MO,Kansas City,,,
JB0001469455,ATX,MO,Kansas City,,,
JB0000995430,ATX,MO,Kansas City,,,
JB0001469455,ATX,MO,Kansas City,,,
JB0001469453,ATX,MO,Kansas City,,,
JB0001465430,ATX,MO,Kansas City,,,
JB0001465430,ATX,MO,Kansas City,,,
JB0001465430,ATX,MO,Kansas City,,,
JB0001465309,ATX,MO,Kansas City,,,
JB0001465309,ATX,MO,Kansas City,,,
JB0001465309,ATX,MO,Kansas City,,,
JB0001277327,ATX,MO,Kansas City,,,
JB0001465405,ATX,MO,Kansas City,,,
JB0001465405,ATX,MO,Kansas City,,,
JB0001465405,ATX,MO,Kansas City,,,
JB0001465311,ATX,MO,Kansas City,,,
JB0001465311,ATX,MO,Kansas City,,,
JB0001465311,ATX,MO,Kansas City,,,
JB0001053748,ATX,MO,Kansas City,,,
JB0001061225,ATX,MO,Kansas City,,,
JB0001080985,ATX,MO,Kansas City,,,
JB0001053763,ATX,MO,Kansas City,,,
JB0001226369,ATX,MO,Kansas City,,,
JB0001263483,ATX,MO,Kansas City,,,
JB0001263483,ATX,MO,Kansas City,,,
JB0001263483,ATX,MO,Kansas City,,,
JB0001307590,ATX,MO,Kansas City,,,
JB0001465401,ATX,MO,Kansas City,,,
JB0001465401,ATX,MO,Kansas City,,,
JB0001465401,ATX,MO,Kansas City,,,
JB0000841270,ATX,TN,Memphis,,,
JB0001263488,ATX,MO,Kansas City,,,
JB0001053783,ATX,MO,Kansas City,,,
JB0000995441,ATX,MO,Kansas City,,,
JB0001210314,ATX,MO,Kansas City,,,
JB0001333592,ATX,MO,Kansas City,,,
JB0001263488,ATX,MO,Kansas City,,,
JB0001053783,ATX,MO,Kansas City,,,
JB0000995441,ATX,MO,Kansas City,,,
JB0001210314,ATX,MO,Kansas City,,,
JB0001226354,ATX,MO,Kansas City,,,
JB0001333592,ATX,MO,Kansas City,,,
JB0001263488,ATX,MO,Kansas City,,,
JB0001053783,ATX,MO,Kansas City,,,
JB0000995441,ATX,MO,Kansas City,,,
JB0001210314,ATX,MO,Kansas City,,,
JB0001333592,ATX,MO,Kansas City,,,
JB0001203709,ATX,TN,Memphis,,,
JB0000841293,ATX,TN,Memphis,,,
JB0001263439,ATX,MO,Kansas City,,,
JB0001469454,ATX,MO,Kansas City,,,
JB0000862729,ATX,TN,Memphis,,,
4625206,Charter,MO,INDEPENDENCE,,,
3016945,Charter,FL,PALM BAY,,,
4445673,Charter,FL,ORLANDO,,,
4784215,Charter,FL,DAVENPORT,,,
4413480,Charter,NC,BROWNS SUMMIT,,,
4687174,Charter,FL,DAYTONA BEACH,,,
4751262,Charter,FL,ORLANDO,,,
4004091,Charter,WI,MADISON,,,
4713969,Charter,FL,LAKELAND,,,
4700396,Charter,FL,MAITLAND,,,
4694044,Charter,MO,KANSAS CITY,,,
4700752,Charter,NE,SCOTTSBLUFF,,,
4168241,Charter,SC,MYRTLE BEACH,,,
2412917,Charter,OH,CUSTAR,,,
4609443,Charter,OH,AURORA,,,
3889195,Charter,NY,POTSDAM,,,
4746192,Charter,NC,ELKIN,,,
4641323,Charter,CO,PALISADE,,,
4586913,Charter,MT,HELENA,,,
4494396,Charter,MT,LIVINGSTON,,,
4398526,Charter,NC,BROWNS SUMMIT,,,
4783882,Charter,NY,AMHERST,,,
4539925,Charter,ID,COEUR D ALENE,,,
4517458,Charter,WA,PULLMAN,,,
4553478,Charter,NV,CARSON CITY,,,
4470310,Charter,NV,CARSON CITY,,,
4552921,Charter,NY,LONG ISLAND CITY,,,
4196709,Charter,NV,CARSON CITY,,,
3381699,Charter,NV,SILVER SPRINGS,,,
4769039,Charter,NC,CHARLOTTE,,,
4732025,Charter,NV,DAYTON,,,
4748474,Charter,NV,RENO,,,
4733150,Charter,MI,ZEELAND,,,
4751503,Charter,NV,CARSON CITY,,,
4743612,Charter,NV,SILVER SPRINGS,,,
4737046,Charter,NV,YERINGTON,,,
4751596,Charter,MI,CADILLAC,,,
4723584,Charter,NV,CARSON CITY,,,
4689635,Charter,NV,SILVER SPRINGS,,,
4711955,Charter,NV,CARSON CITY,,,
4702748,Charter,MI,BELLAIRE,,,
3909289,Charter,CO,GRAND JUNCTION,,,
4783123,Charter,WY,CHEYENNE,,,
3856193,Charter,MT,HELENA,,,
4739850,Charter,CO,GRAND JUNCTION,,,
4728435,Charter,CO,GRAND JUNCTION,,,
4698501,Charter,CO,GRAND JUNCTION,,,
4541649,Charter,OH,PLAIN CITY,,,
4619716,Charter,AL,DOUGLAS,,,
4626351,Charter,LA,HAMMOND,,,
4568715,Charter,AL,VERNON,,,
4568635,Charter,AL,VERNON,,,
4568702,Charter,AL,VERNON,,,
4592487,Charter,TX,MARBLE FALLS,,,
4783395,Charter,OH,URBANA,,,
3547852,Charter,AL,CENTRE,,,
3826866,Charter,TX,DEL VALLE,,,
4591709,Charter,TX,ALLEN,,,
4622351,Charter,TX,SOUTHLAKE,,,
4518989,Charter,CA,COMPTON,,,
4592418,Charter,TX,DENTON,,,
4774716,Charter,AL,VALLEY,,,
3664812,Charter,TX,DALLAS,,,
4589109,Charter,CA,LOS ANGELES,,,
4539745,Charter,CA,WOODLAND HILLS,,,
3740110,Charter,CA,SYLMAR,,,
4326001,Charter,TX,FRISCO,,,
3721542,Charter,AZ,SAN LUIS,,,
4011421,Charter,LA,INDEPENDENCE,,,
4599374,Charter,CA,MORENO VALLEY,,,
3881591,Charter,AL,DECATUR,,,
4056762,Charter,CA,WESTMINSTER,,,
4052574,Charter,CA,LYNWOOD,,,
4791378,Charter,TX,CARROLLTON,,,
4749825,Charter,TX,EDINBURG,,,
4693945,Charter,TX,CORPUS CHRISTI,,,
4804500,Charter,TX,PLANO,,,
4709088,Charter,CA,COMPTON,,,
4654545,Charter,CA,LOS ANGELES,,,
4815194,Charter,TX,PLANO,,,
4732932,Charter,TX,GREENVILLE,,,
4718248,Charter,TX,GREENVILLE,,,
4765737,Charter,CA,SANTA MONICA,,,
4708607,Charter,CA,LOS ANGELES,,,
4708096,Charter,TX,SOCORRO,,,
4708178,Charter,TX,EL PASO,,,
4776198,Charter,TX,HUTTO,,,
4702553,Charter,TX,LEWISVILLE,,,
4692025,Charter,TX,BURLESON,,,
4708175,Charter,TX,SOCORRO,,,
4684393,Charter,LA,FLUKER,,,
4807127,Charter,TX,LIBERTY HILL,,,
4718929,Charter,TX,SILSBEE,,,
4742262,Charter,TX,COPPERAS COVE,,,
4750236,Charter,TX,AUSTIN,,,
2687266,Charter,KY,BURLINGTON,,,
4781004,Charter,KY,BOWLING GREEN,,,
4724587,Charter,OH,COLUMBUS,,,
4130849,Charter,TX,GRAND PRAIRIE,,,
4570771,Charter,OH,GROVE CITY,,,
4800053,Charter,TX,ORANGE,,,
4745900,Charter,OH,DAYTON,,,
4737872,Charter,KY,BOWLING GREEN,,,
4502356,Charter,OH,DAYTON,,,
3091471,Charter,OH,CANAL WINCHESTER,,,
4821823,Charter,OH,DAYTON,,,
4655670,Charter,IN,MADISON,,,
3692410,Charter,TX,HURST,,,
4760806,Charter,OH,DAYTON,,,
4752225,Charter,OH,XENIA,,,
4757996,Charter,OH,DAYTON,,,
4752020,Charter,OH,DAYTON,,,
4618455,Charter,OH,COLUMBUS,,,
4280495,Charter,KY,LAWRENCEBURG,,,
4082528,Charter,TX,SAN ANTONIO,,,
4734909,Charter,OH,CANAL WINCHESTER,,,
4809280,Charter,WV,CLARKSBURG,,,
2123256,Charter,KY,GEORGETOWN,,,
4083065,Charter,KY,BOWLING GREEN,,,
3782297,Charter,NY,NEW YORK,,,
4784888,Charter,KY,BOWLING GREEN,,,
4208000,Charter,FL,WINTER GARDEN,,,
4790864,Charter,NC,MOUNT AIRY,,,
4796071,Charter,NC,TROUTMAN,,,
4760753,Charter,NC,CHARLOTTE,,,
3387409,Charter,NC,CHARLOTTE,,,
4760699,Charter,WY,RAWLINS,,,
4725475,Charter,WY,LARAMIE,,,
4650251,Charter,NC,DENVER,,,
3387587,Charter,NC,GASTONIA,,,
4781144,Charter,TX,ALAMO,,,
4301910,Charter,CA,VENTURA,,,
4645977,Charter,TX,LUMBERTON,,,
2525675,Charter,NC,PITTSBORO,,,
4776729,Charter,FL,COCOA,,,
4690847,Charter,FL,CLEARWATER,,,
4822503,Charter,OH,POWELL,,,
3387617,Charter,NC,CONCORD,,,
4263807,Charter,KY,SOMERSET,,,
4790047,Charter,KY,MAYFIELD,,,
4699827,Charter,KY,LOUISVILLE,,,
4698127,Charter,KY,BROOKS,,,
4640688,Charter,TX,DALLAS,,,
4302408,Charter,CA,SIMI VALLEY,,,
4721863,Charter,TX,BEAUMONT,,,
4773558,Charter,FL,ROCKLEDGE,,,
4789862,Charter,FL,PARRISH,,,
4768917,Charter,FL,HOMOSASSA,,,
4784828,Charter,NC,FRANKLINTON,,,
4822803,Charter,NC,GRAHAM,,,
3892863,Charter,NY,LAKE PLACID,,,
4737640,Charter,NC,CHARLOTTE,,,
4795561,Charter,CO,SALIDA,,,
4686289,Charter,NC,CHARLOTTE,,,
4748921,Charter,NV,DAYTON,,,
4797761,Charter,OH,ZANESVILLE,,,
3182243,Charter,NC,CONCORD,,,
4770509,Charter,OH,CINCINNATI,,,
4798383,Charter,TX,PHARR,,,
4615805,Charter,KY,WURTLAND,,,
4493772,Charter,IN,NEW ALBANY,,,
4161045,Charter,CA,LOS ANGELES,,,
4161042,Charter,CA,LOS ANGELES,,,
